genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [0], [2, 1], [3, 3, 1], [2, 0], [1, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 1]]",0.3565698838460456,"[1, 1, 2, 3, 2, 4, 5, 2]",7,(Constant**Constant)-(Constant/(Constant-x[0]-x[0])),(0.6041517535418809**0.056067778670441215)-(0.8077988734555844/(0.206571377804336-x[0]-x[0])),0.35450212504007433,{'errortest': 0.377302000173194}
"[[0], [2], [1], [3, 3], [], [2], [0, 0], [0, 1]]",0.39141564643714627,"[1, 1, 1, 2, 0, 1, 2, 2]",6,((x[0]*x[1])**Constant),((x[0]*x[1])**0.08666227210974597),0.40571290350425493,{'errortest': 0.4181542443923955}
"[[0], [0], [2, 1], [3, 3, 1], [0, 0], [1, 3, 1, 1, 1], [1, 1, 0, 0, 0, 1], [0, 0, 0]]",0.432614171638427,"[1, 1, 2, 3, 2, 5, 6, 3]",7,(Constant**Constant)-(Constant/(x[0]-x[0]-x[0]-Constant)),(0.46389631462713576**0.1709098419670526)-(0.7902585169219464/(x[0]-x[0]-x[0]-0.5161463090465164)),0.41860831897706524,{'errortest': 0.4618451613489788}
"[[0], [0], [0, 0], [2, 2, 1, 3], [1, 1, 2, 1], [0, 0, 2, 2, 1, 2, 3], [1, 1, 0, 1, 1, 1, 1, 0], [1, 1]]",0.44376577790673194,"[1, 1, 2, 4, 4, 7, 8, 2]",7,((Constant+Constant)**Constant)+((x[1]*Constant)**Constant)*(Constant-(Constant*Constant))/x[1],((0.8012665946544428+0.6805166103802829)**0.9639380050339995)+((x[1]*0.6900463332662707)**0.6740623704017563)*(0.16008205864846592-(0.3442115109510566*0.7092729238717138))/x[1],0.415782561708786,{'errortest': 0.4823795457801237}
"[[0], [2], [2], [3], [], [], [0], [1]]",0.4943276838675154,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.5746160845287203)**0.16992053754693703),0.5205676144722367,{'errortest': 0.5047512077015155}
"[[0], [1], [2, 1], [0, 3, 1], [1, 0, 0, 2], [0, 3, 1, 0, 1, 1, 3], [0, 1, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0]]",0.5849062650100532,"[1, 1, 2, 3, 4, 7, 8, 4]",7,(((x[0]+Constant)/Constant-Constant**Constant)+(x[1]-(x[1]-Constant/x[0]))),(((x[0]+0.5734364805808692)/0.7463720687087858-0.36691586657797215**0.29626655561213333)+(x[1]-(x[1]-0.19209043064624443/x[0]))),0.5391690881606256,{'errortest': 0.6307564435926621}
"[[0], [2], [0], [2, 2], [2, 0], [2, 0, 3], [1, 1, 1, 1], []]",0.6117921959854339,"[1, 1, 1, 2, 2, 2, 3, 0]",6,((Constant**Constant)*(Constant+Constant**Constant)**Constant),((0.4657455624085107**0.07624863674507332)*(0.7129125072767171+0.45296019028027945**0.09823241033711605)**0.5936223503023138),0.5825116560035024,{'errortest': 0.6455210223107132}
"[[0], [2], [1], [2, 2], [2, 0], [0, 0, 3], [0, 1, 1, 1], [1]]",0.6189674529908231,"[1, 1, 1, 2, 2, 2, 3, 1]",7,(((x[1]**Constant)+(Constant+Constant**Constant))**Constant),(((x[1]**0.3986941384831899)+(0.6629268514203455+0.8138356709827321**0.3085484695787959))**0.06994134458916224),0.588018608300465,{'errortest': 0.6527610680703675}
"[[0], [2], [2, 1], [1], [1, 0, 0, 2], [2, 0, 3], [0, 1, 1, 1, 0, 0, 1, 0], [0]]",0.8563236694868451,"[1, 1, 1, 1, 2, 3, 4, 1]",7,((((x[0]*Constant)+Constant/Constant)**Constant)**Constant),((((x[0]*0.6114234442768651)+0.44678367436961586/0.6903917582534929)**0.19250062914196253)**0.11340809543040009),0.8262536782571025,{'errortest': 0.8860235363002799}
"[[0], [1], [3, 1], [3, 3, 3, 3], [0, 2, 2, 0], [3, 1, 3, 2, 1, 1, 3], [0, 0, 1, 0, 1, 1, 1, 0], [1, 1, 1]]",0.8600025128861135,"[1, 1, 2, 2, 0, 2, 3, 2]",6,(x[1]/(x[1]-Constant)),(x[1]/(x[1]-0.5309427914359681)),0.8303653098159399,{'errortest': 0.8894923829442529}
